name,halal_status,source
 FISH & CO RESTAURANTS PTE LTD (PARAGON),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (SENGKANG WEST AVE),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (SUN PLAZA),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (TAMPINES ONE),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (VICTORIA ST),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (VIVO CITY),halal,singapore halal directory
 FISH & CO RESTAURANTS PTE LTD (WATERWAY POINT),halal,singapore halal directory
 FISH BALL NOODLES (S5) @ BAGUS GREENRIDGE,halal,singapore halal directory
 FISH SOUP (R7) @ STAFF CANTEEN BY KOPITIAM CHANGI AIRPORT TERMINAL 2,halal,singapore halal directory
 FISH SOUP (S2) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 FISH SOUP (S4) @ CANTINE JURONG POINT,halal,singapore halal directory
 FISH SOUP (S4) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 FISH SOUP @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 FISH TALES,halal,singapore halal directory
 FISH TALES (BEDOK RD),halal,singapore halal directory
 FISHBALL NOODLE (S10) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 FISHBALL NOODLE (S11) @ HEALTHY KOPITIAM NTFGH,halal,singapore halal directory
 FISHERS TAVERN SEAFOOD,halal,singapore halal directory
 FITRA CHICKEN RICE (M3) @ FOODJUNCTION JUNCTION 8,halal,singapore halal directory
 FITRA CHICKEN RICE (S10)@FOODJUNCTION BUGIS JUNCTION,halal,singapore halal directory
 FITRA CHICKEN RICE (S11) @ FOODJUNCTION EASTPOINT,halal,singapore halal directory
 FITRA CHICKEN RICE (S16) @ FOODJUNCTION LOT 1,halal,singapore halal directory
 FITRA CHICKEN RICE (S18)@FOODJUNCTION RAFFLES CITY,halal,singapore halal directory
 FITRA CHICKEN RICE (S2) @ FOODJUNCTION CENTURY SQUARE,halal,singapore halal directory
 FITRA CHICKEN RICE (S4)@FOODJUNCTION ONE KM,halal,singapore halal directory
 FITRA CHICKEN RICE (S55) @ KOPITIAM SENGKANG,halal,singapore halal directory
 FITRA CHICKEN RICE (S8) @ FOODJUNCTION NEX,halal,singapore halal directory
 FITRA FOODS HAINANESE CHICKEN RICE (S11) @ FOODREPUBLIC CITY SQUARE,halal,singapore halal directory
 FIVE FOOD PATH PTE LTD,halal,singapore halal directory
 FLAVA CONTEMPORARY ASIAN BISTRO & GRILL,halal,singapore halal directory
 FLAVORITE PTE LTD,halal,singapore halal directory
 FLAVOUR FLINGS,halal,singapore halal directory
 FLAVOURS BY HSED & EMET @ LTA CLUB 7 (MNGD BY ELSIES KITCHEN),halal,singapore halal directory
 FLAVOURS N SPICES CATERING,halal,singapore halal directory
 FONG SENG FAST FOOD NASI LEMAK,halal,singapore halal directory
 FONG SENG NASI LEMAK,halal,singapore halal directory
 FOOD FEST,halal,singapore halal directory
 FOOD FEST F&B PTE LTD,halal,singapore halal directory
 FOOD FRESH PTE LTD,halal,singapore halal directory
 FOOD HAVEN THE RESTAURANT,halal,singapore halal directory
 FOOD PROJECTS PTE LTD,halal,singapore halal directory
 FOOD SYMPHONY,halal,singapore halal directory
 FOOD TOWN,halal,singapore halal directory
 FOODCRUMZ PTE LTD,halal,singapore halal directory
 FOODEDGE GOURMET PTE LTD,halal,singapore halal directory
 FOODEX KITCHEN,halal,singapore halal directory
 FOODPRIDE (DIVISION OF ANGLISS SINGAPORE),halal,singapore halal directory
 FOODTALKS CATERER & MANUFACTURER,halal,singapore halal directory
 FOODXERVICES INC PTE LTD,halal,singapore halal directory
 FOOK SANG TONG TRADING PTE LTD,halal,singapore halal directory
 FORTUNE FOOD MANUFACTURING PTE LTD,halal,singapore halal directory
 FORTUNE FOUNTAIN FOOD PTE LTD,halal,singapore halal directory
 FOSTRE CATERING PTE LTD,halal,singapore halal directory
 FOUR SEASONS CATERING PTE LTD,halal,singapore halal directory
 FOUR SEASONS DURIANS PTE LTD,halal,singapore halal directory
 FOUR SEASONS DURIANS PTE LTD (ANG MO KIO),halal,singapore halal directory
 FOUR SEASONS DURIANS PTE LTD (BEDOK MALL),halal,singapore halal directory
 FOUR SEASONS DURIANS PTE LTD (NGEE ANN CITY TOWER A),halal,singapore halal directory
 FOUR SEASONS DURIANS PTE LTD (TAMPINES MALL),halal,singapore halal directory
 FOUR SEASONS FOOD SOLUTION PTE LTD,halal,singapore halal directory
 FOURZONE INDUSTRIES (S) PTE LTD,halal,singapore halal directory
 FREEZER 1 @ WAREHOUSE LOGISTICS NET ASIA PTE LTD,halal,singapore halal directory
 FREEZER 2 @ SATSBRF,halal,singapore halal directory
 FREEZER ROOM 1-FZ 5 @ SEO ENG JOO FROZEN FOOD PTE LTD,halal,singapore halal directory
 FREEZER ROOM RACK A3-A31@GENERAL MEAT CORP (MNGD BY LIM,halal,singapore halal directory
 FREEZER WAREHOUSE @ STORBEST HOLDINGS PTE LTD,halal,singapore halal directory
 FRIARS @ UNIVERSAL STUDIOS SINGAPORE (RWS),halal,singapore halal directory
 FRIED KWAY TEOW (S5) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 FRIED KWAY TEOW (S8) @ ON THE RIDGE BY KOPITIAM NUH,halal,singapore halal directory
 FROZEN ROOM 6 @ S.I.SAMY TRADING CO. PTE LTD,halal,singapore halal directory
 FS CAFE,halal,singapore halal directory
 FUJI OIL (SINGAPORE) PTE LTD,halal,singapore halal directory
 FUMIKO ENTERPRISE,halal,singapore halal directory
 FUSION DELIGHTS (S1) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 FUSION DELIGHTS (S1) @ MR TEH TARIK EATING HOUSE (TAMPINES),halal,singapore halal directory
 FUSION DELIGHTS (S2) @ MR TEH TARIK,halal,singapore halal directory
 FUSION DELIGHTS (S2) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 FUSION DELIGHTS (S7) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 FUSION DELIGHTS (S8) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 FUSION WESTERN (S7) @ 449 COFFEE SHOP,halal,singapore halal directory
 FUSZIN PALATE CATERING PTE LTD,halal,singapore halal directory
 G V MEAT DISTRIBUTOR,halal,singapore halal directory
 G4FINGERS PTE LTD,halal,singapore halal directory
 GADO & GRILL,halal,singapore halal directory
 GADO & GRILL (S12) @ KOPITIAM TTSH,halal,singapore halal directory
 GADO & GRILL (S8) @ FOODFARE MBFC,halal,singapore halal directory
 GAN HUP LEE (1999) PTE LTD,halal,singapore halal directory
 GANA TRADING PTE LTD,halal,singapore halal directory
 GARDENIA FOODS (S) PTE LTD,halal,singapore halal directory
 GAZZA ITALIA (S17) @ FOODJUNCTION LOT ONE,halal,singapore halal directory
 GELARE,halal,singapore halal directory
 GELARE (BUGIS+),halal,singapore halal directory
 GELARE (CAPITOL PIAZZA),halal,singapore halal directory
 GELARE (CAUSEWAY POINT),halal,singapore halal directory
 GELARE (CENTREPOINT),halal,singapore halal directory
 GELARE (CHAI CHEE),halal,singapore halal directory
 GELARE (COMPASS ONE),halal,singapore halal directory
 GELARE (IMM BUILDING),halal,singapore halal directory
 GELARE (ONE KM),halal,singapore halal directory
 GELARE (STAR VISTA),halal,singapore halal directory
 GELARE (SUN PLAZA),halal,singapore halal directory
 GELARE (SUNTEC TOWER 4),halal,singapore halal directory
 GELARE (TAMPINES ONE),halal,singapore halal directory
 GELARE (THOMSON PLAZA),halal,singapore halal directory
 GELARE (WATERWAY POINT),halal,singapore halal directory
 GELARE (WEST MALL),halal,singapore halal directory
 GELARE (WHITE SANDS),halal,singapore halal directory
 GELARE (YISHUN 10),halal,singapore halal directory
 GENERAL WAREHOUSE T15A11 @ TEE HAI CHEM PTE LTD,halal,singapore halal directory
 GIANT HYPER,halal,singapore halal directory
 GIIAVA SINGAPORE PTE LTD,halal,singapore halal directory
 GIM HIN LEE (PTE) LTD,halal,singapore halal directory
 GIVAUDAN SINGAPORE PTE LTD,halal,singapore halal directory
 GLORY FOOD PRODUCTS PTE LTD,halal,singapore halal directory
 GLUCOSCARE INTERNATIONAL PTE LTD,halal,singapore halal directory
 GO CHICKEN (S6) @ NTUC FOODFARE (KTPH),halal,singapore halal directory
 GO JAPANESE KOREAN (S4) @ NTUC FOODFARE KTPH,halal,singapore halal directory
 GO NASI PADANG (S13) @ NTUC FOODFARE (RIVERVALE MALL),halal,singapore halal directory
 GO NASI PADANG (S9) @ FOODFARE CHOA CHU KANG AVENUE 4,halal,singapore halal directory
 GOGO FRANKS,halal,singapore halal directory
 GOGO FRANKS (AMK HUB),halal,singapore halal directory
 GOGO FRANKS (CAUSEWAY POINT),halal,singapore halal directory
 GOGO FRANKS (CHOA CHU KANG AVE 4),halal,singapore halal directory
 GOGO FRANKS (NGEE ANN CITY TOWER A),halal,singapore halal directory
 GOGO FRANKS (TAMPINES MRT STATION),halal,singapore halal directory
 GOH CHEW KEE BBQ SEAFOOD,halal,singapore halal directory
 GOH JOO HIN PTE LTD,halal,singapore halal directory
 GOLD CHIC POULTRY SUPPLY PTE LTD,halal,singapore halal directory
 GOLD KILI TRADING ENTERPRISE (S) PTE LTD,halal,singapore halal directory
 GOLD ROAST FOOD INDUSTRY PTE LTD,halal,singapore halal directory
 GOLDILOCKS FRIED CHICKEN @ UNIVERSAL STUDIOS SINGAPORE (RWS),halal,singapore halal directory
 GOOD COFFEE PLEASE,halal,singapore halal directory
 GOOD OLD DAYS,halal,singapore halal directory
 GORENG PISANG (S12) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 GOURMET COUNTER @ CAROUSEL,halal,singapore halal directory
 GOURMET PIZZA TO GO,halal,singapore halal directory
 GOURMET PIZZA TO GO (AMK MRT STATION),halal,singapore halal directory
 GOURMET PIZZA TO GO (BEDOK),halal,singapore halal directory
 GOURMET PIZZA TO GO (KALLANG WAVE),halal,singapore halal directory
 GOURMET READY PTE LTD,halal,singapore halal directory
 GRAIN PTE LTD,halal,singapore halal directory
 GRASSO COFFEE,halal,singapore halal directory
 GREATHAI,halal,singapore halal directory
 GREATHAI (RIVER VALLEY RD),halal,singapore halal directory
 GREEN SKY FRIED KWAY TEOW,halal,singapore halal directory
 GUAN KEE SEAFOOD,halal,singapore halal directory
 GUAN POH GOURMET PTE LTD,halal,singapore halal directory
 GURAME INDONESIAN RESTAURANT PTE LTD,halal,singapore halal directory
 GURNEY DRIVE SIGNATURE,halal,singapore halal directory
 GURNEY DRIVE SIGNATURE (COMPASS ONE),halal,singapore halal directory
 GURNEY DRIVE SIGNATURE (WHITE SANDS),halal,singapore halal directory
 GURU NICE BAKERY,halal,singapore halal directory
 GURUS BANANA LEAF CUISINE PTE LTD,halal,singapore halal directory
 GURUS BANANA LEAF CUISINE PTE LTD (APERIA),halal,singapore halal directory
 GURUS BANANA LEAF CUISINE PTE LTD (COMMONWEALTH DRIVE),halal,singapore halal directory
 GURUS BANANA LEAF CUISINE PTE LTD (SERANGOON NORTH AVE 5),halal,singapore halal directory
 GUSTOS PTE LTD,halal,singapore halal directory
 GUSTOSO GRILL PASTA WESTERN FOOD (S15) @ LAU PA SAT FESTIVAL MARKET,halal,singapore halal directory
 GW CHICKEN RICE (S3) @ FORK & SPOON TOA PAYOH,halal,singapore halal directory
 GW CHICKEN RICE (S6) @ AIMAN CAFE,halal,singapore halal directory
 H&N CATERING SERVICES PTE LTD,halal,singapore halal directory
 H.W TRADITIONAL MEDICINE PTE LTD,halal,singapore halal directory
 HAI KEE SEAFOOD,halal,singapore halal directory
 HAI SIA SEAFOOD PTE LTD,halal,singapore halal directory
 HAINANESE CHICKEN RICE (S10) @ KOPITIAM JCUBE,halal,singapore halal directory
 HALAL FOOD PTE LTD,halal,singapore halal directory
 HALAL SECTION @ GIANT,halal,singapore halal directory
 HALAL SECTION @ GIANT (IMM BUILDING),halal,singapore halal directory
 HALAL SECTION @ GIANT (JUNCTION 10),halal,singapore halal directory
 HALAL SECTION @ GIANT (PIONEER MALL),halal,singapore halal directory
 HALAL SECTION @ GIANT (SEMBAWANG SHOPPING CTR),halal,singapore halal directory
 HALAL SECTION @ GIANT (SUNSHINE PLACE),halal,singapore halal directory
 HALAL SECTION @ GIANT (TAMPINES NORTH DR 2),halal,singapore halal directory
 HALAL SECTION @ GIANT (TURF CLUB RD),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE,halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (AMK 712),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (AMK HUB),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (BEDOK NORTH ST 1),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (BISHAN ST 13),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (BT MERAH CENTRAL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (CHANGI BUSINESS PK),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (CHINATOWN POINT),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (CLEMENTI AVE 3),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (EASTPOINT MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (FESTIVE MALL - TAMPINES HUB),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (HOUGANG ST 91),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (JEM),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (JOO CHIAT COMPLEX),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (JURONG EAST ST 13),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (JURONG WEST CENTRAL 3),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (KALLANG WAVE MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (KANG KAR MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (LOR 4 TOA PAYOH),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (NEX MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (PUNGGOL PLAZA),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (RIVERVALE MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (SUN PLAZA),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (TAMPINES MALL),halal,singapore halal directory
 HALAL SECTION @ NTUC FAIRPRICE (WHITESANDS),halal,singapore halal directory
 HALAL SECTION@WAREHOUSE CLUB,halal,singapore halal directory
 HALIMS FISH SOUP (S4) @FOODJUNCTION JUNCTION 8,halal,singapore halal directory
 HALIMS SLICED FISH SOUP (S12)@FOODJUNCTION EASTPOINT,halal,singapore halal directory
 HALIMS SLICED FISH SOUP (S8)@FOODJUNCTION CENTURY SQUARE,halal,singapore halal directory
 HANDI RESTAURANT & CATERING,halal,singapore halal directory
 HANDMADE NOODLE & FISH SOUP (S5) @ BAGUS HARBOURFRONT,halal,singapore halal directory
 HANDMADE NOODLE (R3A) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 HANDMADE NOODLE (S16)@FOODJUNCTION EASTPOINT,halal,singapore halal directory
 HANIS,halal,singapore halal directory
 HARVEST CATERING PTE LTD,halal,singapore halal directory
 HARVEST FOODS PTE LTD,halal,singapore halal directory
 HARVEST PRIME CORPORATION (PTE) LTD,halal,singapore halal directory
 HAWA CATERING SERVICES,halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (AIRPORT T3),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (CLIFFORD CENTRE),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (EAST COAST),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (EASTPOINT MALL),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (HARBOURFRONT CENTRE),halal,singapore halal directory
 HANIS (EASTPOINT MALL),halal,singapore halal directory
 HANIS (NATIONAL LIBRARY - VICTORIA ST),halal,singapore halal directory
 HANIS (NG TENG FONG HOSPITAL),halal,singapore halal directory
 HANNAS FUSION & JAPANESE,halal,singapore halal directory
 HAP SENG EDIBLE OILS PTE LTD,halal,singapore halal directory
 HAPPINESS SUNBO CATERING,halal,singapore halal directory
 HAPPINESS SUNBO CHICKEN RICE (S7) @ NTUC FOODFARE KTPH,halal,singapore halal directory
 HAPPY CAFE,halal,singapore halal directory
 HARA HONG KONG TIM SUM PTE LTD,halal,singapore halal directory
 HARA SOY PTE LTD,halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (MARINA BAY FINANCIAL CENTRE),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (NG TENG FONG HOSPITAL),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (ONE KM),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (ORCHARD GATEWAY),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (PASIR PANJANG),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (PASIR RIS NTUC RESORT),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (RIVERVALE PLAZA),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (SAFRA PUNGGOL),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (SUNTEC CITY MALL),halal,singapore halal directory
 HEAVENLY WANG (MNGD BY NTUC FOODFARE) (V HOTEL LAVENDER),halal,singapore halal directory
 HEI SUSHI,halal,singapore halal directory
 HEI SUSHI (1 PASIR RIS CLOSE),halal,singapore halal directory
 HEI SUSHI (CHANGI THEATRE),halal,singapore halal directory
 HEI SUSHI (DOWNTOWN EAST),halal,singapore halal directory
 HEI SUSHI (JURONG EAST),halal,singapore halal directory
 HEI SUSHI (SEMBAWANG RD),halal,singapore halal directory
 HEI SUSHI (TAMPINES HUB),halal,singapore halal directory
 HEI SUSHI (VIVA BUSINESS PARK),halal,singapore halal directory
 HEI SUSHI (WEST COAST PLAZA),halal,singapore halal directory
 HEINRICH FOOD PTE LTD,halal,singapore halal directory
 HEIRAZ,halal,singapore halal directory
 HELLO KITTY ORCHID GARDEN,halal,singapore halal directory
 HELLO WESTERN FOOD (S2) @ KOPITIAM,halal,singapore halal directory
 HENG GUAN FOOD INDUSTRIAL PTE LTD,halal,singapore halal directory
 HENG KHWEE HENG POULTRY FACTORY PTE LTD,halal,singapore halal directory
 HENGS CAKE SHOP,halal,singapore halal directory
 HEZOM FOODS (PTE) LTD,halal,singapore halal directory
 HIGHLANDER COFFEE PTE LTD,halal,singapore halal directory
 HILLTOP CAFE @ SAF BAND COMPLEX (NEE SOON CAMP),halal,singapore halal directory
 HO HENG FOOD & ENTERPRISE PTE LTD,halal,singapore halal directory
 HO LEE FOOD (S) PTE LTD,halal,singapore halal directory
 HO YEH STAFF CAFETERIA@RWS-RWS (MNGD BY COMPASS GROUP),halal,singapore halal directory
 HOCK GUAN FOOD PTE LTD,halal,singapore halal directory
 HOCK HIN FOODSTUFFS MFG PTE LTD,halal,singapore halal directory
 HOCK SENG (ELM) PTE LTD,halal,singapore halal directory
 HOKKIEN MEE (S14) @ FOODJUNCTION EASTPOINT,halal,singapore halal directory
 HOME OF SEAFOOD (S) PTE LTD,halal,singapore halal directory
 HOMELY CAFE,halal,singapore halal directory
 HONG BEE FOOD PTE LTD,halal,singapore halal directory
 HONG KONG DESSERT,halal,singapore halal directory
 HONG YUN FISHERY 4A TRADERS,halal,singapore halal directory
 HOSPITALITY ESSENTIAL PTE LTD,halal,singapore halal directory
 HOT HOT AYAM PENYET,halal,singapore halal directory
 HOT HOT AYAM PENYET (JURONG WEST ST 52),halal,singapore halal directory
 HOT HOT AYAM PENYET (YUAN CHING RD),halal,singapore halal directory
 HOT STATION @ AQUAMARINE,halal,singapore halal directory
 HOT/COLD KITCHEN @ DNATA SINGAPORE PTE LTD,halal,singapore halal directory
 HOTBAKE INNOVATIONS PTE LTD,halal,singapore halal directory
 HOTDOGS & DRINKS @ ADVENTURE COVE WATERPARK (MLP - RWS),halal,singapore halal directory
 HOTPLATE (R3C) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 HOTPLATE (S14) @ CANTINE JURONG POINT,halal,singapore halal directory
 HOTPLATE (S3) @ KOPITIAM NORTHPOINT,halal,singapore halal directory
 HOUGANG OTAH,halal,singapore halal directory
 HOUSE OF FISH SOUP (STALL 11) @ KOPITIAM KKH,halal,singapore halal directory
 HOWS CATERING,halal,singapore halal directory
 HSC INTERNATIONAL PTE LTD,halal,singapore halal directory
 HSIEHS BIOTECH (SINGAPORE) PTE LTD,halal,singapore halal directory
 HUA KUN FOOD INDUSTRY PTE LTD,halal,singapore halal directory
 HUAT HUAT BARBEQUE SEAFOOD,halal,singapore halal directory
 HUAT HUAT CHICKEN WINGS (S7) @ FOODJUNCTION NEX,halal,singapore halal directory
 HUAT HUAT FROZEN FOOD SUPPLIER,halal,singapore halal directory
 HUNGRY BBQ PTE LTD,halal,singapore halal directory
 HUP HUAT NOODLES PTE LTD,halal,singapore halal directory
 HYDE & CO.,halal,singapore halal directory
 HYDRO EMISSION CORP. PTE LTD,halal,singapore halal directory
 HY-FRESH INDUSTRIES (S) PTE LTD,halal,singapore halal directory
 I EAT @ DOVER (MNGD BY ON & ON DINERS PTE LTD),halal,singapore halal directory
 ICE-CREAM PREP AREA @ GRAND HYATT SINGAPORE,halal,singapore halal directory
 IFOOD PTE. LTD.,halal,singapore halal directory
 IKEA RESTAURANT (LINE 3) @ TAMPINES,halal,singapore halal directory
 IMPERIAL FLAVOUR INTERNATIONAL PTE LTD,halal,singapore halal directory
 IN-CLOVER CAFE (MNGD BY SATS FOOD SERVICES PTE LTD),halal,singapore halal directory
 INDIAN (R3D) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 INDIAN CUISINE (S12) @ HEALTHY KOPITIAM NTFGH,halal,singapore halal directory
 INDIAN CUISINE (S3) @ KOPITIAM TTSH,halal,singapore halal directory
 INDIAN CUISINE (S5) @ HEALTHY KOPITIAM YCH,halal,singapore halal directory
 INDIAN CUISINE (S5) @ KOPITIAM VIVO CITY,halal,singapore halal directory
 INDIAN CUISINE (S5) @ MATRIX CAFETERIA ITE COLLEGE WEST,halal,singapore halal directory
" INDIAN CUISINE (S8) @ KOUFU NTU, SOUTH SPINE",halal,singapore halal directory
 INDIAN FOOD (S6) @ 89.7 SUPPER CLUB,halal,singapore halal directory
 INDIAN FOOD @ 89.7 SUPPER CLUB (GEYLANG EAST),halal,singapore halal directory
 INDIAN FOOD @ ENAK ENAK HONG KONG TEA HOUSE (ECP),halal,singapore halal directory
 INDIAN SECTION @ STRAITS KITCHEN,halal,singapore halal directory
 INDIAN SNACK (S12) @ ON THE RIDGE BY KOPITIAM NUH,halal,singapore halal directory
" INDIAN, MED, LOCAL ASIAN & WESTERN CUISINE STAT @ GRAND EMPIRE",halal,singapore halal directory
 INDIAN/MALAY KITCHEN (SATELLITE 2) @ RESORT WORLD SENTOSA,halal,singapore halal directory
 INDIAN/MALAY KITCHEN @ PAN PACIFIC HOTEL,halal,singapore halal directory
 INDO BBQ & SATE - BUMBU DESA (S6) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 INDO FOOD (R3) @ KOPITIAM NORTHPOINT,halal,singapore halal directory
 INDOBOX,halal,singapore halal directory
 INDOBOX (JEM),halal,singapore halal directory
 INDOCHILI,halal,singapore halal directory
 INDOCHILI (WALLICH ST),halal,singapore halal directory
 INDONESIA PENYET (S2) @ FOODJUNCTION LOT 1,halal,singapore halal directory
 INDONESIAN AYAM PENYET (S15) @ FOOD CLUB,halal,singapore halal directory
 INDONESIAN BBQ (S8) @ HEALTHY KOPITIAM YCH,halal,singapore halal directory
 INDONESIAN EXPRESS,halal,singapore halal directory
 INDONESIAN EXPRESS (35 STUDENTS WALK),halal,singapore halal directory
 INDONESIAN EXPRESS (ITE HQ & CC),halal,singapore halal directory
 INDONESIAN EXPRESS (SIM - CLEMENTI),halal,singapore halal directory
 INDONESIAN EXPRESS (SINGAPORE POLYTECHNIC),halal,singapore halal directory
 INDONESIAN EXPRESS (STEPHEN RIADY CENTRE),halal,singapore halal directory
 INDONESIAN EXPRESS (TEMASEK POLYTECHNIC),halal,singapore halal directory
 INDONESIAN EXPRESS (WEST COAST),halal,singapore halal directory
 INDONESIAN EXPRESS PTE LTD (KENT RIDGE DR),halal,singapore halal directory
 INDONESIAN EXPRESS PTE LTD (NGEE ANN POLYTECHNIC),halal,singapore halal directory
 INDONESIAN FOOD (S4) @ KOPITIAM NUH,halal,singapore halal directory
 INDONESIAN FOOD STREET (S1) @ KOPITIAM PLAZA SINGAPURA,halal,singapore halal directory
 INDONESIAN PANGGANG,halal,singapore halal directory
 INDONESIAN PANGGANG FOOD ENTERPRISE,halal,singapore halal directory
 INDONESIAN PANGGANG UNCLE PENYET,halal,singapore halal directory
 I-NOODLE PRODUCE PTE LTD,halal,singapore halal directory
 INPATIENT FOOD SERVICES @ WEST POINT HOSPITAL,halal,singapore halal directory
 INSTITUTE OF NUTRITION COMPLEX KITCHEN @ ONE FARRER HOTEL & SPA,halal,singapore halal directory
 INSYIRA WESTERN DELIGHTS (S6) @ XINGNAN PRIMARY SCHOOL,halal,singapore halal directory
 INTERNATIONAL BUFFET STALL 1@DDJV CAFETERIA (MNGD BY XERONE SOL PL),halal,singapore halal directory
 INTERNATIONAL CATERING PTE LTD,halal,singapore halal directory
 INTERNATIONAL CUISINE @ ROLLS ROYCE (MNGD BY ISS CATERING SVCS PTE LTD,halal,singapore halal directory
 INTERNATIONAL FLAVORS & FRAGRANCES (GREATER ASIA) PTE LTD,halal,singapore halal directory
 INTERNATIONAL FOOD CORNER @ AMC,halal,singapore halal directory
 INTERNATIONAL KITCHEN @ THE JOYDEN HALL,halal,singapore halal directory
 INTERNATIONAL KITCHEN@CLEMENTI CAMP BLK 26 (MNGD BY JESK TRAD & CAT),halal,singapore halal directory
 ISLAMIC RESTAURANT PTE LTD,halal,singapore halal directory
 ISLAND WIDE CATERING PTE LTD,halal,singapore halal directory
 IS-POT CUISINE PTE LTD,halal,singapore halal directory
 ISURAMUYA JAPANESE RESTAURANT & MARKET PLACE,halal,singapore halal directory
 ITAL FOOD DISTRIBUTOR (S) PTE LTD,halal,singapore halal directory
 J & C BAKERY PTE LTD,halal,singapore halal directory
 J & J FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 J.KEART GOURMET,halal,singapore halal directory
 JAI SIAM,halal,singapore halal directory
 JAI SIAM (DHOBY GHAUT MRT STN),halal,singapore halal directory
 JALAN SULTAN NASI PADANG,halal,singapore halal directory
 JALAN SULTAN NASI PADANG (FRENCH ROAD),halal,singapore halal directory
 JANUR FOOD INDUSTRY,halal,singapore halal directory
 JAP & KOREAN@FORK & SPOON TOA PAYOH,halal,singapore halal directory
 JAPAN DELIGHTS (STALL 2) @ TEMASEK SECONDARY SCHOOL,halal,singapore halal directory
 JAPANESE & KOREAN (S11) @ KOPITIAM CHANGI GENERAL HOSPITAL,halal,singapore halal directory
 JAPANESE & KOREAN (S5) @ FOODFARE JOO KOON,halal,singapore halal directory
